Date,Open,High,Low,Close,Volume,Returns,Log_Returns,Cumulative_Returns
2015-01-05,8.5,8.8,8.45,8.7,12.35,,,
2015-01-06,8.73,8.7,8.3,8.3,29.67,-0.045977011494252706,-0.04706751085798562,-0.045977011494252706
2015-01-07,8.1,8.0,7.7,7.81,25.18,-0.05903614457831341,-0.06085055095095781,-0.10229885057471266
2015-01-08,7.8,8.19,7.86,8.0,22.83,0.02432778489116516,0.02403657782824132,-0.08045977011494254
2015-01-09,8.0,8.01,7.97,7.99,33.37,-0.0012499999999999734,-0.0012507819016526025,-0.08160919540229883
2015-01-12,8.05,8.05,7.73,7.8,25.46,-0.02377972465581979,-0.02406702608263726,-0.10344827586206895
2015-01-13,7.83,7.98,7.7,7.7,57.51,-0.012820512820512775,-0.012903404835907841,-0.11494252873563215
2015-01-14,7.72,7.75,7.33,7.33,27.57,-0.04805194805194801,-0.049244812961078,-0.157471264367816
2015-01-15,7.59,7.6,7.45,7.46,34.73,0.017735334242837686,0.01757989831710939,-0.14252873563218382
2015-01-16,7.6,7.83,7.6,7.62,19.52,0.02144772117962468,0.021220955482885436,-0.12413793103448267
2015-01-19,8.0,8.0,7.7,7.7,27.53,0.01049868766404205,0.010443959161083314,-0.11494252873563204
2015-01-20,7.75,7.75,7.5,7.5,72.89,-0.025974025974025983,-0.026317308317373417,-0.13793103448275845
2015-01-21,7.55,7.6,7.47,7.5,37.06,0.0,0.0,-0.13793103448275845
2015-01-22,7.51,7.55,7.47,7.49,28.42,-0.0013333333333332975,-0.0013342230131366103,-0.13908045977011474
2015-01-23,7.5,7.6,7.48,7.49,24.44,0.0,0.0,-0.13908045977011474
2015-01-26,7.5,7.5,7.49,7.5,13.54,0.001335113484646211,0.0013342230131366622,-0.13793103448275845
2015-01-27,7.7,7.5,7.41,7.47,20.34,-0.0040000000000000036,-0.004008021397538822,-0.14137931034482742
2015-01-28,7.5,7.5,7.37,7.4,23.35,-0.009370816599732157,-0.009414998934601761,-0.14942528735632155
2015-01-29,7.46,7.46,7.25,7.28,31.09,-0.016216216216216273,-0.016349138001529526,-0.16321839080459744
2015-01-30,7.4,7.4,7.07,7.09,39.06,-0.026098901098901117,-0.026445521664558488,-0.18505747126436756
2015-02-02,7.1,7.1,7.05,7.07,24.04,-0.0028208744710859213,-0.0028248606355546274,-0.18735632183908013
2015-02-03,7.08,7.1,6.98,7.0,53.13,-0.00990099009900991,-0.009950330853168092,-0.19540229885057436
