Date,Open,High,Low,Close,Volume,Returns,Log_Returns,Cumulative_Returns
2015-01-05,24.13,25.0,24.13,25.0,2.53,,,
2015-01-06,25.46,25.46,25.46,25.46,333.23,0.018399999999999972,0.018232768261059684,0.018399999999999972
2015-01-07,24.19,0.0,0.0,25.46,42.57,0.0,0.0,0.018399999999999972
2015-01-08,24.19,25.0,24.19,24.19,167.42,-0.04988216810683421,-0.05116926850732453,-0.032399999999999984
2015-01-09,24.19,24.9,24.19,24.9,35.79,0.029350971475816445,0.028928478848726038,-0.0040000000000000036
2015-01-12,24.19,24.89,24.19,24.19,144.1,-0.028514056224899442,-0.028928478848725885,-0.03239999999999987
2015-01-13,24.19,24.85,24.19,24.19,161.05,0.0,0.0,-0.03239999999999987
2015-01-14,24.45,24.45,24.19,24.19,,0.0,0.0,-0.03239999999999987
2015-01-15,24.19,24.99,24.19,24.19,,0.0,0.0,-0.03239999999999987
2015-01-16,24.19,24.72,24.19,24.68,131.46,0.02025630425795777,0.020053874415251114,-0.012799999999999923
2015-01-19,25.0,25.0,24.19,24.19,502.57,-0.01985413290113447,-0.020053874415251124,-0.03239999999999987
2015-01-20,24.99,26.0,23.9,23.9,641.0,-0.011988424968995548,-0.012060865684471,-0.04399999999999993
2015-01-21,24.63,24.63,22.99,23.4,197.23,-0.02092050209205021,-0.021142436573809237,-0.06399999999999995
2015-01-22,23.3,23.3,23.3,23.3,203.54,-0.004273504273504147,-0.004282661792000736,-0.06799999999999984
2015-01-23,24.3,24.46,24.3,24.46,1.04,0.04978540772532192,0.048585769687371445,-0.02159999999999984
2015-01-26,25.68,25.68,25.68,25.68,265.21,0.04987735077677846,0.04867334856273418,0.027200000000000113
2015-01-27,26.0,27.3,24.71,27.0,6.4,0.051401869158878455,0.050124387182568605,0.08000000000000007
2015-01-28,27.96,0.0,0.0,27.0,327.05,0.0,0.0,0.08000000000000007
2015-01-29,26.15,27.45,27.45,27.45,505.21,0.016666666666666607,0.016529301951210506,0.09800000000000009
2015-01-30,27.01,28.69,27.01,28.69,227.8,0.04517304189435345,0.044182462037733856,0.14760000000000018
2015-02-02,27.45,27.45,27.45,27.45,351.06,-0.04322063436737544,-0.044182462037733836,0.09800000000000009
2015-02-03,28.77,28.77,27.0,27.0,149.85,-0.016393442622950838,-0.016529301951210582,0.08000000000000007
2015-02-04,26.64,26.64,26.64,26.64,247.98,-0.013333333333333308,-0.013423020332140661,0.0656000000000001
2015-02-05,27.9,27.9,25.5,26.21,262.16,-0.01614114114114118,-0.016272828336873452,0.0484
2015-02-06,27.95,27.95,26.01,27.9,44.45,0.06447920640976723,0.06248567149200494,0.11599999999999988
2015-02-09,27.9,27.97,26.05,27.97,111.71,0.002508960573476715,0.0025058183865484256,0.1187999999999998
2015-02-10,26.02,27.88,26.02,26.05,93.47,-0.06864497676081505,-0.0711147390144923,0.04200000000000004
2015-02-11,27.5,27.5,27.5,27.5,107.84,0.05566218809980805,0.054168236473149674,0.10000000000000009
2015-02-12,26.5,27.9,26.5,27.9,555.86,0.014545454545454417,0.01444068415479421,0.11599999999999988
2015-02-13,27.9,29.29,27.91,29.29,1.97,0.04982078853046601,0.048619472012322223,0.17159999999999997
2015-02-16,30.0,30.0,27.86,27.86,105.11,-0.048822123591669486,-0.050054192487982443,0.11440000000000006
2015-02-17,30.0,30.0,27.86,28.9,308.05,0.03732950466618812,0.03664962676672687,0.15600000000000014
2015-02-18,29.69,30.75,27.97,30.75,2.57,0.06401384083044981,0.06204839913414038,0.2300000000000002
2015-02-19,32.28,33.89,30.68,33.89,3.35,0.10211382113821132,0.09722999136643304,0.35560000000000014
2015-02-20,35.58,35.58,35.58,35.58,574.01,0.04986721746827971,0.0486636966187291,0.4232
2015-02-23,33.82,34.0,33.81,33.98,21.44,-0.04496908375491848,-0.04601156599390311,0.35919999999999996
2015-02-24,33.81,33.81,33.81,33.81,138.15,-0.005002942907592511,-0.00501549952399115,0.35240000000000027
2015-02-25,32.5,32.5,32.12,32.12,77.0,-0.04998521147589485,-0.05127772764123385,0.28480000000000016
2015-02-26,32.12,30.54,30.52,30.52,1.05,-0.04981320049813198,-0.051096682662304646,0.2208000000000001
2015-02-27,30.2,0.0,0.0,30.52,536.87,0.0,0.0,0.2208000000000001
2015-03-02,30.52,30.55,30.52,30.55,364.14,0.000982961992136433,0.0009824792013482019,0.2220000000000002
2015-03-03,30.5,30.7,30.5,30.56,344.44,0.00032733224222569746,0.00032727868071525133,0.22239999999999993
2015-03-04,30.79,31.79,30.5,30.8,115.47,0.007853403141361293,0.007822725681209078,0.23199999999999998
2015-03-05,30.7,30.7,30.7,30.7,327.75,-0.0032467532467532756,-0.0032520353863773432,0.22799999999999998
2015-03-06,30.75,32.0,30.7,30.91,146.82,0.006840390879478964,0.006817101550873607,0.23640000000000017
2015-03-09,32.23,30.63,30.62,30.62,384.64,-0.0093820769977353,-0.009426365914487185,0.22480000000000033
2015-03-10,32.15,30.6,30.6,30.6,160.3,-0.0006531678641410466,-0.0006533812712025694,0.22400000000000042
2015-03-11,29.08,30.6,29.07,29.07,190.94,-0.050000000000000044,-0.05129329438755058,0.16280000000000028
2015-03-12,30.5,30.5,30.5,30.5,123.04,0.04919160646714826,0.048019969042581385,0.2200000000000002
2015-03-13,30.0,30.0,30.0,30.0,132.44,-0.016393442622950838,-0.016529301951210582,0.20000000000000018
2015-03-16,28.5,28.5,28.5,28.5,207.2,-0.050000000000000044,-0.05129329438755058,0.14000000000000012
2015-03-17,27.08,0.0,0.0,28.5,95.2,0.0,0.0,0.14000000000000012
2015-03-18,29.92,0.0,0.0,28.5,47.62,0.0,0.0,0.14000000000000012
2015-03-19,29.84,0.0,0.0,28.5,52.04,0.0,0.0,0.14000000000000012
2015-03-20,29.9,0.0,0.0,28.5,8.72,0.0,0.0,0.14000000000000012
2015-03-23,29.91,28.42,28.42,28.42,246.65,-0.0028070175438595912,-0.0028109646056502053,0.13680000000000025
2015-03-24,28.3,28.3,27.0,27.0,249.62,-0.04996481351161164,-0.051256256664625605,0.08000000000000007
2015-03-25,28.25,28.25,27.0,27.0,445.54,0.0,0.0,0.08000000000000007
2015-03-26,29.0,0.0,0.0,28.42,305.53,0.052592592592592746,0.05125625666462565,0.13680000000000025
2015-03-27,29.54,0.0,0.0,28.42,317.99,0.0,0.0,0.13680000000000025
2015-03-30,29.53,0.0,0.0,28.42,203.35,0.0,0.0,0.13680000000000025
2015-03-31,29.84,29.84,29.84,29.84,415.15,0.04996481351161153,0.04875665266660551,0.19360000000000022
2015-04-01,28.35,29.75,26.94,29.75,1.46,-0.0030160857908847483,-0.003020643343921365,0.19000000000000017
2015-04-02,29.0,29.0,28.29,28.29,555.88,-0.04907563025210082,-0.05032074667816293,0.13160000000000016
2015-04-07,26.88,26.88,26.88,26.88,542.0,-0.049840933191940606,-0.051125869658527015,0.07520000000000016
2015-04-08,25.54,26.88,25.54,25.54,89.94,-0.049851190476190466,-0.05113666505055555,0.021600000000000064
2015-04-09,25.63,25.63,25.63,25.63,255.67,0.0035238841033673474,0.003517689771586589,0.02520000000000011
2015-04-10,26.0,26.91,26.0,26.01,1.15,0.014826375341396858,0.01471753908458049,0.040400000000000214
2015-04-13,26.15,27.31,26.15,27.31,71.5,0.04998077662437517,0.04877185602505339,0.09240000000000004
2015-04-14,27.31,27.31,27.31,27.31,159.15,0.0,0.0,0.09240000000000004
2015-04-15,28.67,27.25,27.24,27.24,3.35,-0.0025631636763090437,-0.0025664542043020225,0.08960000000000012
2015-04-16,27.32,27.89,25.88,26.5,294.69,-0.027165932452276054,-0.027541748289135082,0.06000000000000005
2015-04-17,27.0,27.2,26.2,27.2,129.86,0.026415094339622636,0.026072240309775105,0.08800000000000008
2015-04-20,27.87,27.87,26.21,27.0,8.8,-0.007352941176470562,-0.007380107297622534,0.08000000000000007
2015-04-21,25.91,27.38,25.91,26.01,116.29,-0.036666666666666625,-0.03735578654376886,0.040400000000000214
2015-04-22,27.18,27.25,27.18,27.25,1.37,0.047673971549404115,0.046572441648692946,0.0900000000000003
2015-04-23,26.0,26.0,26.0,26.0,125.52,-0.04587155963302747,-0.04695698308777098,0.04000000000000026
2015-04-24,26.99,27.3,26.99,27.3,2.89,0.050000000000000044,0.04879016416943204,0.0920000000000003
2015-04-27,27.5,27.96,27.0,27.0,68.18,-0.010989010989011061,-0.011049836186585046,0.0800000000000003
2015-04-28,27.5,27.5,26.06,26.43,86.13,-0.02111111111111108,-0.02133713738813121,0.05720000000000036
2015-04-29,26.3,26.3,26.11,26.11,395.96,-0.012107453651153954,-0.012181345905160316,0.04440000000000044
2015-04-30,27.0,27.41,27.0,27.41,578.77,0.04978935273841434,0.04858952760365689,0.09640000000000049
2015-05-04,28.78,28.6,28.52,28.52,625.03,0.04049616928128419,0.03969768523140075,0.14080000000000048
2015-05-05,28.9,28.95,27.4,28.15,114.07,-0.012973352033660679,-0.01305824096039589,0.12600000000000033
2015-05-06,27.8,28.94,27.8,28.93,46.39,0.027708703374778043,0.027331764402344406,0.15720000000000045
2015-05-07,28.52,28.85,28.0,28.79,305.07,-0.004839267196681707,-0.004851014363959285,0.1516000000000004
2015-05-08,28.01,28.5,28.0,28.0,287.8,-0.027440083362278544,-0.027823594448880554,0.12000000000000033
2015-05-11,28.9,28.93,27.85,27.85,166.94,-0.005357142857142838,-0.005371543801910877,0.11400000000000032
2015-05-12,28.5,28.5,27.68,28.0,172.48,0.0053859964093356805,0.005371543801910849,0.12000000000000033
2015-05-13,28.45,28.44,28.44,28.44,279.2,0.01571428571428579,0.01559209475983628,0.1376000000000004
2015-05-14,28.44,28.44,27.9,27.94,185.61,-0.017580872011251802,-0.017737251106224414,0.11760000000000037
2015-05-15,27.62,28.47,27.62,27.7,6.07,-0.00858983536148894,-0.008626940635522978,0.10800000000000032
2015-05-18,28.2,28.2,28.2,28.2,275.18,0.018050541516245522,0.017889564750775123,0.12800000000000034
2015-05-19,28.9,28.9,28.9,28.9,333.21,0.024822695035460862,0.024519617174318446,0.15600000000000014
2015-05-20,28.9,28.9,28.66,28.7,156.86,-0.00692041522491349,-0.006944472352811046,0.14800000000000013
2015-05-21,29.45,0.0,0.0,28.9,168.37,0.006968641114982521,0.006944472352810995,0.15600000000000014
2015-05-22,29.58,30.34,29.58,30.26,353.45,0.04705882352941182,0.04598511324182344,0.21040000000000014
2015-05-25,29.99,29.99,28.76,28.9,162.15,-0.04494382022471921,-0.0459851132418235,0.15599999999999992
2015-05-26,29.5,29.5,29.5,29.5,226.09,0.02076124567474058,0.02054866822738776,0.17999999999999994
2015-05-27,29.0,29.4,28.66,29.4,53.23,-0.003389830508474634,-0.003395589001138272,0.17599999999999993
2015-05-28,29.4,29.45,28.96,29.45,33.56,0.001700680272108901,0.0016992357529598428,0.17799999999999994
2015-06-01,28.5,28.81,28.5,28.81,350.16,-0.021731748726655398,-0.021971361001158648,0.15239999999999987
2015-06-02,28.95,28.95,28.9,28.9,239.55,0.0031239153071849213,0.003119046021949278,0.1559999999999997
2015-06-03,29.0,29.0,29.0,29.0,1.14,0.0034602076124568004,0.0034542348680876036,0.1599999999999997
2015-06-04,29.0,30.4,29.0,30.4,614.07,0.04827586206896539,0.04714677842570187,0.21599999999999953
2015-06-05,28.88,31.5,28.88,29.3,195.84,-0.03618421052631571,-0.036855092389154305,0.1719999999999997
2015-06-08,30.01,30.01,29.21,29.21,227.97,-0.0030716723549487623,-0.003076399623371983,0.16839999999999966
2015-06-09,30.4,30.67,30.4,30.67,1.82,0.04998288257446082,0.04877386172651059,0.22679999999999967
2015-06-10,30.65,30.65,30.65,30.65,421.72,-0.0006521030322792498,-0.0006523157439399099,0.22599999999999953
2015-06-11,29.99,32.1,29.99,32.1,537.61,0.04730831973898875,0.04622336775374993,0.2839999999999998
2015-06-12,33.7,34.9,33.0,34.9,3.01,0.08722741433021808,0.0836307990724113,0.3959999999999999
2015-06-15,33.16,33.16,33.16,33.16,397.64,-0.04985673352435538,-0.051142498941287334,0.3263999999999998
2015-06-16,32.0,32.0,31.55,31.55,674.95,-0.04855247285886599,-0.049770741279871945,0.262
2015-06-17,30.1,31.54,30.0,30.5,268.79,-0.033280507131537296,-0.03384690537385628,0.21999999999999997
2015-06-18,30.9,30.9,30.01,30.1,73.14,-0.013114754098360604,-0.013201511858535842,0.20399999999999996
2015-06-19,30.01,31.0,29.98,29.98,106.4,-0.003986710963455153,-0.003994679080378403,0.19920000000000004
2015-06-22,29.98,29.98,29.98,29.98,410.85,0.0,0.0,0.19920000000000004
2015-06-23,30.0,30.03,29.99,30.0,15.24,0.0006671114076051143,0.0006668889877037743,0.20000000000000018
2015-06-24,31.38,0.0,0.0,29.98,42.45,-0.0006666666666667043,-0.0006668889877037677,0.19920000000000004
2015-06-25,29.82,30.6,29.0,29.01,95.02,-0.032354903268845825,-0.03288989454113892,0.1604000000000001
