Date,Open,High,Low,Close,Volume,Returns,Log_Returns,Cumulative_Returns
2015-01-05,1.6,1.72,1.6,1.68,2.23,,,
2015-01-06,1.64,1.64,1.6,1.6,557.7,-0.04761904761904756,-0.048790164169431945,-0.04761904761904756
2015-01-07,1.54,1.54,1.52,1.52,1.47,-0.050000000000000044,-0.05129329438755058,-0.09523809523809523
2015-01-08,1.51,1.58,1.48,1.55,2.23,0.019736842105263275,0.019544596072970346,-0.07738095238095222
2015-01-09,1.55,1.58,1.55,1.58,680.33,0.019354838709677358,0.019169916107720123,-0.05952380952380942
2015-01-12,1.65,1.65,1.57,1.57,710.83,-0.006329113924050667,-0.00634922767865878,-0.06547619047619035
2015-01-13,1.54,1.54,1.5,1.52,1.36,-0.031847133757961776,-0.03236528450203166,-0.09523809523809512
2015-01-14,1.5,1.54,1.45,1.54,952.81,0.013157894736842035,0.0130720815673527,-0.08333333333333326
2015-01-15,1.48,1.5,1.48,1.5,393.39,-0.025974025974025983,-0.026317308317373417,-0.1071428571428571
2015-01-16,1.48,1.5,1.44,1.5,2.44,0.0,0.0,-0.1071428571428571
2015-01-19,1.49,1.51,1.49,1.51,958.12,0.006666666666666599,0.006644542718668511,-0.10119047619047616
2015-01-20,1.5,1.5,1.48,1.5,742.83,-0.0066225165562914245,-0.006644542718668613,-0.1071428571428571
2015-01-21,1.5,1.51,1.49,1.5,1.17,0.0,0.0,-0.1071428571428571
2015-01-22,1.53,1.56,1.53,1.53,4.28,0.020000000000000018,0.01980262729617973,-0.08928571428571419
2015-01-23,1.53,1.55,1.53,1.55,2.83,0.013071895424836555,0.012987195526811112,-0.07738095238095233
2015-01-26,1.51,1.54,1.49,1.49,2.6,-0.03870967741935483,-0.03947881097378746,-0.11309523809523803
2015-01-27,1.49,1.49,1.44,1.45,4.01,-0.02684563758389269,-0.027212563524884815,-0.13690476190476186
2015-01-28,1.45,1.5,1.45,1.46,2.01,0.006896551724137945,0.0068728792877620504,-0.13095238095238093
2015-01-29,1.5,1.5,1.47,1.47,7.04,0.006849315068493178,0.006825965070399891,-0.125
2015-01-30,1.47,1.5,1.44,1.44,5.69,-0.020408163265306145,-0.020619287202735703,-0.1428571428571429
2015-02-02,1.44,1.5,1.44,1.44,2.47,0.0,0.0,-0.1428571428571429
2015-02-03,1.44,1.45,1.44,1.45,479.76,0.00694444444444442,0.006920442844573757,-0.13690476190476197
2015-02-04,1.45,1.48,1.44,1.47,2.77,0.01379310344827589,0.013698844358161927,-0.125
