"Date","Price","Open","High","Low","Vol.","Change %"
"31/12/2025","134.50","136.00","134.50","134.00","2.00M","-1.10%"
"30/12/2025","136.00","136.00","136.00","136.00","1.27M","0.00%"
"29/12/2025","136.00","134.00","138.00","136.00","11.15M","1.49%"
"24/12/2025","134.00","135.00","134.00","134.00","7.26M","-0.74%"
"23/12/2025","135.00","133.00","135.00","135.00","958.66K","1.50%"
"22/12/2025","133.00","133.00","133.00","133.00","5.96M","0.00%"
"19/12/2025","133.00","133.00","133.00","133.00","1.17M","0.00%"
"18/12/2025","133.00","133.00","133.00","133.00","522.00K","0.00%"
"17/12/2025","133.00","139.10","139.40","133.00","3.01M","-4.39%"
"16/12/2025","139.10","140.00","139.60","139.00","1.58M","-0.64%"
"15/12/2025","140.00","140.00","140.00","140.00","990.10K","0.00%"
"12/12/2025","140.00","140.00","140.00","140.00","1.42M","0.00%"
"11/12/2025","140.00","140.00","140.00","140.00","1.58M","0.00%"
"10/12/2025","140.00","140.00","140.00","140.00","341.39K","0.00%"
"09/12/2025","140.00","140.50","140.00","140.00","1.76M","-0.36%"
"08/12/2025","140.50","138.00","140.50","140.50","1.23M","1.81%"
"05/12/2025","138.00","138.00","138.00","138.00","1.75M","0.00%"
"04/12/2025","138.00","133.40","138.00","138.00","848.57K","3.45%"
"03/12/2025","133.40","133.40","133.40","133.40","1.36M","0.00%"
"02/12/2025","133.40","133.40","133.40","133.40","3.27M","0.00%"
"01/12/2025","133.40","134.00","133.50","133.40","4.50M","-0.45%"
"28/11/2025","134.00","132.80","134.50","133.00","6.40M","0.90%"
"27/11/2025","132.80","133.00","133.00","132.80","1.60M","-0.15%"
"26/11/2025","133.00","134.00","133.00","133.00","15.12M","-0.75%"
"25/11/2025","134.00","134.00","134.00","134.00","1.85M","0.00%"
"24/11/2025","134.00","134.00","134.00","134.00","376.77K","0.00%"
"21/11/2025","134.00","134.00","134.00","134.00","776.96K","0.00%"
"20/11/2025","134.00","134.00","134.00","134.00","634.96K","0.00%"
"19/11/2025","134.00","134.00","134.00","134.00","277.30K","0.00%"
"18/11/2025","134.00","134.00","134.00","134.00","579.20K","0.00%"
"17/11/2025","134.00","134.00","134.00","134.00","536.12K","0.00%"
