"Date","Price","Open","High","Low","Vol.","Change %"
"10/03/2025","40.00","37.00","40.70","37.90","6.61M","8.11%"
"07/03/2025","37.00","36.00","37.00","36.05","3.43M","2.78%"
"06/03/2025","36.00","34.50","36.00","34.50","6.05M","4.35%"
"05/03/2025","34.50","36.00","34.50","34.50","2.58M","-4.17%"
"04/03/2025","36.00","40.00","36.00","36.00","5.75M","-10.00%"
"03/03/2025","40.00","40.00","40.00","40.00","1.48M","0.00%"
"28/02/2025","40.00","41.00","40.00","39.70","1.93M","-2.44%"
"27/02/2025","41.00","41.00","41.00","40.00","2.26M","0.00%"
"26/02/2025","41.00","41.00","41.00","41.00","1.06M","0.00%"
"25/02/2025","41.00","41.00","41.00","41.00","828.52K","0.00%"
"24/02/2025","41.00","41.40","44.00","41.00","8.24M","-0.97%"
"21/02/2025","41.40","38.00","41.40","39.00","9.78M","8.95%"
"20/02/2025","38.00","37.00","38.00","37.95","3.50M","2.70%"
"19/02/2025","37.00","37.00","37.30","37.00","4.58M","0.00%"
"18/02/2025","37.00","36.55","37.00","36.50","2.18M","1.23%"
"17/02/2025","36.55","36.00","36.55","36.50","3.25M","1.53%"
"14/02/2025","36.00","35.95","36.00","35.95","8.57M","0.14%"
"13/02/2025","35.95","36.00","36.00","35.80","8.14M","-0.14%"
"12/02/2025","36.00","35.65","36.00","35.95","3.86M","0.98%"
"11/02/2025","35.65","35.65","35.65","35.65","1.05M","0.00%"
"10/02/2025","35.65","35.80","35.80","35.65","1.75M","-0.42%"
"07/02/2025","35.80","36.50","35.80","35.80","1.62M","-1.92%"
"06/02/2025","36.50","37.00","36.50","36.50","6.29M","-1.35%"
"05/02/2025","37.00","36.00","37.00","36.50","2.21M","2.78%"
"04/02/2025","36.00","36.00","36.20","36.00","2.82M","0.00%"
"03/02/2025","36.00","36.00","36.00","36.00","1.09M","0.00%"
"31/01/2025","36.00","36.00","36.00","36.00","832.77K","0.00%"
"30/01/2025","36.00","36.00","36.00","36.00","1.69M","0.00%"
"29/01/2025","36.00","36.45","36.00","36.00","1.25M","-1.23%"
"28/01/2025","36.45","37.35","36.50","36.45","928.86K","-2.41%"
"27/01/2025","37.35","35.00","37.35","37.35","1.10M","6.71%"
"24/01/2025","35.00","35.00","35.00","35.00","722.04K","0.00%"
"23/01/2025","35.00","37.45","35.25","34.55","10.32M","-6.54%"
"22/01/2025","37.45","38.50","37.45","37.45","945.77K","-2.73%"
"21/01/2025","38.50","38.50","38.50","38.50","998.35K","0.00%"
"20/01/2025","38.50","38.50","38.50","38.50","1.00M","0.00%"
"17/01/2025","38.50","40.50","43.00","37.00","6.28M","-4.94%"
"16/01/2025","40.50","36.85","40.50","40.45","5.57M","9.91%"
"15/01/2025","36.85","33.50","36.85","34.00","4.59M","10.00%"
"14/01/2025","33.50","33.00","33.50","33.50","1.64M","1.52%"
"13/01/2025","33.00","33.00","33.00","33.00","1.07M","0.00%"
"10/01/2025","33.00","33.00","33.00","33.00","621.18K","0.00%"
"09/01/2025","33.00","32.50","33.00","33.00","1.55M","1.54%"
"08/01/2025","32.50","32.45","32.50","32.45","1.98M","0.15%"
"07/01/2025","32.45","32.65","32.45","32.45","1.63M","-0.61%"
"06/01/2025","32.65","32.75","32.65","32.65","1.61M","-0.31%"
"03/01/2025","32.75","32.50","32.80","32.75","2.98M","0.77%"
"02/01/2025","32.50","32.50","32.50","32.50","997.52K","0.00%"
"31/12/2024","32.50","34.05","34.05","32.50","2.95M","-4.55%"
"30/12/2024","34.05","34.05","34.05","34.05","944.05K","0.00%"
"27/12/2024","34.05","34.05","34.05","34.05","643.06K","0.00%"
"24/12/2024","34.05","34.05","34.05","34.05","691.53K","0.00%"
"23/12/2024","34.05","32.50","34.05","34.05","930.90K","4.77%"
"20/12/2024","32.50","32.50","32.50","32.50","650.78K","0.00%"
"19/12/2024","32.50","35.00","32.50","32.50","1.35M","-7.14%"
"18/12/2024","35.00","35.00","35.00","35.00","594.59K","0.00%"
"17/12/2024","35.00","35.00","35.00","35.00","536.35K","0.00%"
"16/12/2024","35.00","35.00","35.00","35.00","994.45K","0.00%"
"13/12/2024","35.00","35.00","35.00","35.00","395.58K","0.00%"
"12/12/2024","35.00","35.00","37.00","35.00","3.75M","0.00%"
"11/12/2024","35.00","35.15","35.05","34.95","4.17M","-0.43%"
"10/12/2024","35.15","35.15","35.15","35.15","1.75M","0.00%"
"09/12/2024","35.15","35.05","35.75","35.15","1.53M","0.29%"
"06/12/2024","35.05","35.00","35.05","35.05","1.08M","0.14%"
"05/12/2024","35.00","35.00","35.00","35.00","2.08M","0.00%"
"04/12/2024","35.00","34.95","35.00","35.00","3.70M","0.14%"
"03/12/2024","34.95","34.90","35.00","34.95","2.77M","0.14%"
"02/12/2024","34.90","35.00","35.00","34.90","15.73M","-0.29%"
"29/11/2024","35.00","34.95","35.00","35.00","1.22M","0.14%"
"28/11/2024","34.95","34.15","34.95","34.95","1.34M","2.34%"
"27/11/2024","34.15","34.15","34.15","34.15","717.71K","0.00%"
"26/11/2024","34.15","34.05","34.15","34.00","2.62M","0.29%"
"25/11/2024","34.05","35.00","34.05","34.05","1.25M","-2.71%"
"22/11/2024","35.00","33.30","35.00","34.30","3.18M","5.11%"
"21/11/2024","33.30","32.20","33.30","33.00","950.61K","3.42%"
"20/11/2024","32.20","30.00","32.20","32.20","1.41M","7.33%"
"19/11/2024","30.00","30.00","30.00","30.00","343.20K","0.00%"
"18/11/2024","30.00","30.00","30.00","30.00","586.18K","0.00%"
"15/11/2024","30.00","30.00","30.00","30.00","786.10K","0.00%"
"14/11/2024","30.00","30.00","30.00","30.00","409.91K","0.00%"
"13/11/2024","30.00","28.55","30.00","30.00","1.47M","5.08%"
"12/11/2024","28.55","30.00","29.90","28.55","2.60M","-4.83%"
"11/11/2024","30.00","30.80","30.00","30.00","1.45M","-2.60%"
"08/11/2024","30.80","30.80","30.80","30.80","550.06K","0.00%"
"07/11/2024","30.80","30.80","30.80","30.80","501.69K","0.00%"
"06/11/2024","30.80","30.80","30.80","30.80","1.18M","0.00%"
"05/11/2024","30.80","30.80","30.80","30.80","1.29M","0.00%"
"04/11/2024","30.80","30.80","30.80","30.80","1.59M","0.00%"
"01/11/2024","30.80","30.80","30.80","30.80","779.09K","0.00%"
"31/10/2024","30.80","31.50","31.50","30.05","3.44M","-2.22%"
"30/10/2024","31.50","31.50","31.50","31.50","471.77K","0.00%"
"29/10/2024","31.50","31.50","31.50","31.50","590.96K","0.00%"
"28/10/2024","31.50","31.50","31.50","31.50","412.47K","0.00%"
"25/10/2024","31.50","31.50","31.50","31.50","686.97K","0.00%"
"24/10/2024","31.50","31.50","31.50","31.50","1.38M","0.00%"
"23/10/2024","31.50","31.00","31.50","31.50","1.76M","1.61%"
"22/10/2024","31.00","34.00","34.50","31.00","1.81M","-8.82%"
"21/10/2024","34.00","35.05","34.00","34.00","404.19K","-3.00%"
"18/10/2024","35.05","35.10","35.10","35.00","2.09M","-0.14%"
"17/10/2024","35.10","35.10","35.10","35.10","606.67K","0.00%"
"16/10/2024","35.10","32.00","35.10","33.95","1.96M","9.69%"
"15/10/2024","32.00","31.95","32.00","32.00","709.03K","0.16%"
"14/10/2024","31.95","31.00","32.00","31.95","608.73K","3.06%"
"11/10/2024","31.00","32.00","31.00","31.00","1.03M","-3.13%"
"10/10/2024","32.00","32.00","32.00","32.00","895.28K","0.00%"
"09/10/2024","32.00","32.00","32.00","32.00","1.38M","0.00%"
"08/10/2024","32.00","32.40","32.35","32.00","1.61M","-1.23%"
"07/10/2024","32.40","30.60","32.55","30.80","3.17M","5.88%"
"04/10/2024","30.60","32.50","32.00","30.60","4.58M","-5.85%"
"03/10/2024","32.50","34.00","34.00","32.50","3.23M","-4.41%"
"02/10/2024","34.00","34.85","35.30","34.00","1.24M","-2.44%"
"30/09/2024","34.85","34.85","34.85","34.85","624.40K","0.00%"
"27/09/2024","34.85","34.85","34.85","34.85","1.08M","0.00%"
"26/09/2024","34.85","34.20","34.85","34.40","1.54M","1.90%"
"25/09/2024","34.20","34.30","34.30","34.20","1.66M","-0.29%"
"24/09/2024","34.30","35.50","35.20","34.30","4.70M","-3.38%"
