Market,Mean_Return,Volatility,Sharpe_Ratio,Skewness,Kurtosis
NGX (Composite),0.2650239315931792,0.18995967388864043,1.3951589101408097,1.616607424568539,18.645185892038107
S&P 500,0.12635410833455263,0.1791165119410643,0.7054297058672493,-0.3639237021109222,15.098605081009895
MSCI EM,0.07495076654591605,0.20425691744712976,0.3669435898802127,-0.49625828991984505,7.896081122854545
